,overall,value_eur,pace,shooting,passing,dribbling,defending,physic
13438,62,475000,65.0,49.0,62.0,61.0,50.0,54.0
13439,62,425000,70.0,45.0,55.0,61.0,61.0,56.0
13440,62,475000,88.0,56.0,50.0,64.0,20.0,51.0
13441,62,400000,60.0,27.0,46.0,50.0,61.0,70.0
13442,62,450000,72.0,53.0,58.0,64.0,45.0,59.0
13444,62,400000,80.0,55.0,52.0,62.0,57.0,71.0
13445,62,450000,70.0,59.0,56.0,65.0,34.0,64.0
13447,62,400000,77.0,46.0,57.0,60.0,58.0,65.0
13449,62,450000,66.0,47.0,60.0,63.0,50.0,61.0
13451,62,400000,67.0,37.0,51.0,55.0,60.0,63.0
13452,62,450000,81.0,59.0,55.0,63.0,32.0,62.0
13453,62,450000,66.0,62.0,47.0,64.0,26.0,45.0
13454,62,400000,64.0,31.0,43.0,53.0,60.0,69.0
13455,62,450000,81.0,62.0,53.0,69.0,17.0,44.0
13456,62,450000,64.0,60.0,49.0,58.0,23.0,54.0
13457,62,400000,63.0,49.0,58.0,62.0,61.0,68.0
13458,62,450000,71.0,59.0,58.0,64.0,26.0,51.0
13459,62,450000,63.0,43.0,58.0,63.0,61.0,64.0
13460,62,450000,58.0,48.0,58.0,63.0,61.0,65.0
13461,62,400000,63.0,27.0,49.0,40.0,61.0,67.0
13462,62,450000,66.0,46.0,58.0,63.0,54.0,57.0
13463,62,450000,77.0,54.0,45.0,66.0,32.0,73.0
13464,62,450000,53.0,59.0,43.0,54.0,30.0,75.0
13465,62,450000,63.0,43.0,60.0,62.0,63.0,73.0
13467,62,400000,58.0,28.0,40.0,40.0,63.0,59.0
13468,62,450000,92.0,57.0,46.0,65.0,22.0,38.0
13469,62,400000,60.0,29.0,45.0,41.0,59.0,69.0
13470,62,450000,65.0,55.0,59.0,64.0,52.0,65.0
13471,62,400000,77.0,45.0,49.0,58.0,57.0,56.0
13472,62,400000,75.0,28.0,46.0,42.0,58.0,69.0
13474,62,400000,68.0,32.0,43.0,52.0,63.0,61.0
13475,62,450000,77.0,60.0,48.0,63.0,26.0,57.0
13476,62,400000,58.0,44.0,57.0,61.0,59.0,58.0
13477,62,450000,65.0,52.0,64.0,66.0,47.0,54.0
13478,62,450000,61.0,54.0,64.0,68.0,47.0,41.0
13479,62,0,56.0,27.0,37.0,41.0,63.0,67.0
13480,62,425000,65.0,58.0,59.0,67.0,35.0,56.0
13481,62,425000,66.0,50.0,61.0,57.0,57.0,69.0
13482,62,425000,69.0,46.0,61.0,67.0,53.0,57.0
13483,62,375000,67.0,53.0,52.0,59.0,60.0,66.0
13484,62,425000,71.0,58.0,59.0,64.0,21.0,60.0
13485,62,375000,43.0,33.0,43.0,40.0,58.0,73.0
13486,62,375000,38.0,33.0,40.0,40.0,60.0,66.0
13488,62,425000,70.0,52.0,58.0,67.0,38.0,48.0
13489,62,375000,78.0,48.0,57.0,62.0,58.0,59.0
13490,62,425000,91.0,57.0,50.0,67.0,33.0,48.0
13491,62,425000,76.0,53.0,56.0,64.0,48.0,59.0
13492,62,375000,65.0,48.0,53.0,58.0,59.0,73.0
13493,62,375000,53.0,44.0,55.0,59.0,61.0,68.0
13494,62,375000,76.0,48.0,59.0,70.0,55.0,54.0
13496,62,425000,71.0,58.0,48.0,60.0,29.0,66.0
13498,62,375000,67.0,28.0,51.0,56.0,60.0,64.0
13499,62,375000,67.0,47.0,57.0,57.0,61.0,57.0
13500,62,400000,66.0,36.0,54.0,57.0,58.0,68.0
13501,62,425000,79.0,61.0,43.0,60.0,23.0,72.0
13502,62,375000,72.0,30.0,40.0,43.0,59.0,75.0
13504,62,425000,73.0,58.0,57.0,59.0,37.0,66.0
13505,62,375000,76.0,48.0,57.0,65.0,54.0,65.0
13506,62,400000,66.0,37.0,56.0,54.0,55.0,72.0
13507,62,375000,72.0,36.0,53.0,60.0,60.0,65.0
13508,62,400000,50.0,35.0,55.0,57.0,59.0,65.0
13509,62,425000,75.0,52.0,60.0,64.0,44.0,50.0
13510,62,400000,63.0,23.0,48.0,42.0,61.0,69.0
13511,62,375000,69.0,38.0,41.0,44.0,56.0,80.0
13512,62,425000,81.0,48.0,49.0,68.0,47.0,71.0
13513,62,375000,73.0,29.0,51.0,62.0,60.0,53.0
13514,62,425000,88.0,57.0,52.0,66.0,28.0,59.0
13515,62,375000,65.0,27.0,42.0,55.0,61.0,68.0
13516,62,425000,74.0,58.0,49.0,58.0,43.0,67.0
13517,62,425000,63.0,64.0,47.0,62.0,21.0,43.0
13518,62,400000,70.0,51.0,56.0,63.0,59.0,67.0
13519,62,425000,79.0,52.0,53.0,68.0,28.0,53.0
13520,62,375000,42.0,31.0,38.0,36.0,61.0,68.0
13521,62,425000,75.0,44.0,55.0,67.0,29.0,50.0
13522,62,375000,66.0,37.0,48.0,61.0,63.0,62.0
13523,62,0,64.0,46.0,56.0,61.0,65.0,59.0
13525,62,425000,84.0,55.0,54.0,63.0,26.0,56.0
13526,62,425000,64.0,53.0,58.0,63.0,37.0,56.0
13527,62,425000,69.0,46.0,56.0,65.0,56.0,51.0
13528,62,425000,80.0,56.0,57.0,64.0,26.0,59.0
13529,62,425000,70.0,56.0,54.0,66.0,32.0,62.0
13530,62,375000,50.0,26.0,33.0,27.0,60.0,68.0
13531,62,375000,47.0,29.0,34.0,33.0,62.0,76.0
13533,62,425000,79.0,62.0,55.0,65.0,32.0,55.0
13534,62,425000,76.0,58.0,43.0,60.0,51.0,71.0
13535,62,375000,78.0,45.0,54.0,62.0,59.0,57.0
13536,62,425000,74.0,61.0,43.0,63.0,28.0,76.0
13537,62,375000,64.0,49.0,51.0,57.0,62.0,66.0
13538,62,400000,46.0,49.0,62.0,65.0,51.0,48.0
13539,62,375000,92.0,43.0,50.0,59.0,59.0,66.0
13542,62,375000,70.0,42.0,54.0,58.0,60.0,66.0
13543,62,375000,72.0,34.0,51.0,62.0,60.0,63.0
13544,62,425000,69.0,63.0,48.0,61.0,24.0,52.0
13545,62,425000,52.0,60.0,46.0,63.0,30.0,68.0
13546,62,425000,60.0,60.0,41.0,55.0,25.0,69.0
13548,62,400000,67.0,45.0,58.0,62.0,56.0,64.0
13549,62,425000,51.0,62.0,45.0,54.0,26.0,59.0
13550,62,425000,81.0,56.0,53.0,65.0,24.0,53.0
13551,62,400000,71.0,53.0,56.0,66.0,57.0,61.0
13552,62,375000,54.0,27.0,36.0,46.0,63.0,58.0
13553,62,425000,73.0,59.0,42.0,57.0,24.0,58.0
13555,62,375000,86.0,29.0,51.0,62.0,57.0,55.0
13556,62,375000,69.0,32.0,41.0,52.0,63.0,51.0
13557,62,375000,74.0,40.0,53.0,59.0,59.0,59.0
13558,62,425000,78.0,58.0,56.0,63.0,49.0,55.0
13559,62,425000,89.0,58.0,37.0,60.0,20.0,68.0
13561,62,425000,73.0,54.0,47.0,57.0,63.0,77.0
13562,62,425000,68.0,61.0,60.0,65.0,34.0,51.0
13563,62,425000,51.0,60.0,61.0,69.0,43.0,38.0
13564,62,425000,76.0,53.0,55.0,66.0,31.0,53.0
13565,62,400000,62.0,57.0,59.0,61.0,58.0,75.0
13567,62,375000,49.0,29.0,39.0,36.0,59.0,79.0
13568,62,375000,77.0,45.0,62.0,64.0,55.0,55.0
13569,62,425000,72.0,61.0,54.0,64.0,22.0,58.0
13570,62,425000,78.0,61.0,54.0,67.0,32.0,55.0
13571,62,375000,69.0,44.0,54.0,59.0,60.0,60.0
13572,62,425000,77.0,51.0,58.0,63.0,24.0,43.0
13573,62,375000,58.0,29.0,40.0,46.0,62.0,71.0
13574,62,375000,68.0,45.0,56.0,61.0,62.0,61.0
13575,62,375000,48.0,41.0,59.0,58.0,65.0,59.0
13577,62,425000,55.0,62.0,47.0,57.0,32.0,66.0
13578,62,425000,58.0,61.0,46.0,62.0,26.0,55.0
13579,62,425000,75.0,62.0,54.0,58.0,31.0,56.0
13580,62,400000,65.0,37.0,59.0,67.0,57.0,62.0
13581,62,400000,74.0,46.0,56.0,66.0,54.0,64.0
13582,62,425000,67.0,55.0,58.0,63.0,38.0,46.0
13583,62,425000,61.0,62.0,43.0,56.0,26.0,58.0
13584,62,375000,74.0,38.0,51.0,58.0,59.0,64.0
13585,62,425000,76.0,59.0,54.0,68.0,35.0,47.0
13586,62,375000,76.0,57.0,63.0,71.0,58.0,45.0
13587,62,425000,74.0,54.0,57.0,67.0,24.0,49.0
13588,62,375000,69.0,40.0,49.0,52.0,61.0,70.0
13590,62,375000,56.0,31.0,38.0,42.0,63.0,67.0
13591,62,350000,62.0,44.0,52.0,61.0,61.0,61.0
13592,62,425000,74.0,63.0,38.0,60.0,25.0,53.0
13593,62,350000,55.0,44.0,51.0,59.0,60.0,71.0
13594,62,400000,81.0,60.0,55.0,60.0,30.0,67.0
13595,62,350000,69.0,38.0,55.0,57.0,59.0,63.0
13597,62,350000,71.0,38.0,53.0,59.0,59.0,70.0
13599,62,350000,73.0,33.0,53.0,64.0,57.0,66.0
13600,62,400000,86.0,57.0,59.0,63.0,57.0,65.0
13602,62,350000,46.0,28.0,42.0,49.0,60.0,65.0
13603,62,350000,70.0,40.0,58.0,54.0,58.0,63.0
13604,62,350000,69.0,40.0,55.0,60.0,61.0,57.0
13605,62,375000,67.0,44.0,58.0,59.0,58.0,61.0
13606,62,400000,67.0,59.0,60.0,65.0,35.0,54.0
13607,62,350000,73.0,45.0,55.0,59.0,58.0,68.0
13608,62,400000,63.0,55.0,59.0,61.0,51.0,67.0
13609,62,350000,74.0,56.0,61.0,64.0,56.0,63.0
13610,62,400000,76.0,62.0,50.0,64.0,28.0,54.0
13611,62,375000,68.0,45.0,60.0,59.0,58.0,69.0
13612,62,350000,60.0,30.0,37.0,42.0,61.0,67.0
13613,62,375000,66.0,48.0,53.0,56.0,60.0,72.0
13614,62,400000,62.0,43.0,59.0,66.0,59.0,55.0
13615,62,400000,73.0,53.0,60.0,67.0,38.0,42.0
13616,62,400000,63.0,60.0,47.0,60.0,30.0,74.0
13618,62,350000,72.0,49.0,59.0,61.0,54.0,65.0
13619,62,350000,68.0,35.0,49.0,60.0,59.0,57.0
13620,62,350000,73.0,27.0,47.0,64.0,59.0,63.0
13621,62,400000,72.0,41.0,56.0,62.0,59.0,72.0
13622,62,400000,60.0,53.0,60.0,66.0,42.0,57.0
13623,62,400000,74.0,59.0,58.0,63.0,34.0,56.0
13624,62,400000,72.0,52.0,57.0,61.0,29.0,60.0
13627,62,400000,72.0,58.0,49.0,64.0,19.0,55.0
13628,62,400000,78.0,43.0,61.0,69.0,51.0,53.0
13629,62,400000,62.0,57.0,66.0,63.0,46.0,46.0
13630,62,400000,51.0,59.0,49.0,59.0,25.0,73.0
13631,62,400000,65.0,57.0,58.0,62.0,36.0,49.0
13632,62,400000,83.0,57.0,54.0,66.0,26.0,50.0
13633,62,350000,74.0,57.0,54.0,63.0,57.0,62.0
13634,62,400000,64.0,54.0,64.0,67.0,35.0,57.0
13636,62,350000,61.0,23.0,38.0,43.0,61.0,65.0
13637,62,350000,48.0,42.0,53.0,61.0,60.0,70.0
13638,62,350000,46.0,32.0,48.0,39.0,61.0,67.0
13639,62,350000,57.0,27.0,47.0,56.0,59.0,71.0
13640,62,350000,57.0,48.0,57.0,60.0,57.0,63.0
13641,62,350000,69.0,47.0,55.0,59.0,59.0,68.0
13643,62,400000,57.0,60.0,61.0,62.0,48.0,70.0
13644,62,350000,57.0,25.0,37.0,42.0,60.0,75.0
13645,62,350000,63.0,37.0,51.0,53.0,64.0,65.0
13646,62,400000,77.0,59.0,51.0,60.0,28.0,60.0
13647,62,350000,66.0,23.0,48.0,55.0,57.0,72.0
13648,62,400000,75.0,60.0,60.0,65.0,37.0,52.0
13650,62,350000,71.0,49.0,56.0,61.0,59.0,69.0
13651,62,400000,74.0,62.0,56.0,62.0,41.0,55.0
13652,62,400000,78.0,60.0,42.0,50.0,22.0,77.0
13653,62,400000,81.0,57.0,54.0,63.0,33.0,50.0
13654,62,350000,56.0,38.0,52.0,57.0,60.0,66.0
13655,62,350000,67.0,44.0,51.0,56.0,61.0,71.0
13656,62,350000,72.0,35.0,52.0,56.0,59.0,64.0
13657,62,325000,50.0,33.0,45.0,42.0,60.0,76.0
13658,62,325000,54.0,34.0,41.0,42.0,62.0,69.0
13659,62,375000,65.0,59.0,50.0,59.0,23.0,69.0
13662,62,325000,46.0,36.0,36.0,31.0,60.0,72.0
13664,62,375000,82.0,57.0,56.0,65.0,21.0,63.0
13665,62,375000,74.0,52.0,61.0,67.0,53.0,67.0
13666,62,325000,69.0,37.0,55.0,56.0,58.0,57.0
13667,62,375000,76.0,48.0,56.0,61.0,62.0,80.0
13668,62,0,70.0,57.0,61.0,62.0,51.0,67.0
13669,62,375000,51.0,59.0,60.0,60.0,56.0,71.0
13670,62,375000,75.0,55.0,53.0,65.0,23.0,50.0
13671,62,375000,60.0,56.0,59.0,64.0,53.0,57.0
13672,62,375000,62.0,51.0,61.0,64.0,47.0,70.0
13673,62,375000,82.0,53.0,55.0,63.0,41.0,57.0
13674,62,325000,77.0,38.0,54.0,62.0,57.0,67.0
13675,62,400000,70.0,61.0,48.0,63.0,31.0,67.0
13677,62,325000,74.0,44.0,58.0,56.0,58.0,53.0
13678,62,375000,44.0,48.0,58.0,63.0,63.0,69.0
13679,62,325000,56.0,39.0,53.0,54.0,61.0,76.0
13680,62,375000,70.0,51.0,56.0,63.0,36.0,59.0
13681,62,350000,53.0,25.0,38.0,45.0,60.0,71.0
13682,62,375000,76.0,54.0,59.0,61.0,50.0,60.0
13683,62,325000,61.0,42.0,46.0,45.0,60.0,71.0
13685,62,350000,59.0,25.0,28.0,31.0,63.0,73.0
13686,62,375000,70.0,54.0,57.0,67.0,48.0,53.0
13687,62,350000,58.0,47.0,51.0,55.0,61.0,69.0
13688,62,325000,64.0,28.0,43.0,48.0,59.0,72.0
13690,62,375000,49.0,59.0,47.0,59.0,33.0,62.0
13691,62,325000,60.0,50.0,57.0,59.0,62.0,69.0
13692,62,375000,71.0,52.0,61.0,63.0,46.0,59.0
13694,62,325000,59.0,26.0,37.0,40.0,61.0,68.0
13695,62,350000,69.0,57.0,59.0,63.0,58.0,64.0
13696,62,375000,43.0,63.0,43.0,51.0,23.0,64.0
13697,62,375000,65.0,61.0,45.0,55.0,25.0,65.0
13698,62,375000,70.0,61.0,47.0,58.0,21.0,62.0
13699,62,325000,66.0,39.0,47.0,47.0,60.0,69.0
13700,62,325000,53.0,34.0,38.0,45.0,60.0,69.0
13701,62,375000,70.0,54.0,57.0,62.0,54.0,58.0
13702,62,375000,62.0,53.0,62.0,60.0,53.0,62.0
13703,62,300000,64.0,59.0,55.0,59.0,60.0,64.0
13704,62,325000,58.0,41.0,49.0,48.0,61.0,65.0
13705,62,325000,80.0,44.0,55.0,63.0,55.0,61.0
13706,62,325000,67.0,39.0,51.0,56.0,60.0,76.0
13707,62,325000,48.0,35.0,49.0,47.0,60.0,66.0
13708,62,375000,73.0,42.0,58.0,66.0,60.0,71.0
13709,62,375000,70.0,56.0,57.0,65.0,47.0,50.0
13710,62,375000,55.0,54.0,62.0,67.0,38.0,59.0
13711,62,325000,52.0,25.0,32.0,38.0,59.0,73.0
13712,62,325000,81.0,38.0,54.0,59.0,57.0,65.0
13714,62,375000,72.0,51.0,62.0,61.0,56.0,69.0
13715,62,375000,75.0,60.0,43.0,67.0,21.0,46.0
13716,62,375000,53.0,61.0,47.0,52.0,32.0,67.0
13718,62,375000,76.0,56.0,55.0,66.0,41.0,47.0
13719,62,325000,68.0,35.0,60.0,58.0,60.0,69.0
13720,62,325000,69.0,33.0,60.0,62.0,59.0,67.0
13721,62,375000,78.0,59.0,50.0,65.0,27.0,61.0
13722,62,325000,65.0,28.0,51.0,51.0,57.0,75.0
13723,62,325000,74.0,29.0,54.0,60.0,56.0,62.0
13724,62,300000,46.0,27.0,40.0,35.0,60.0,69.0
13725,62,375000,68.0,60.0,59.0,61.0,44.0,63.0
13726,62,0,71.0,28.0,38.0,47.0,60.0,73.0
13727,62,325000,50.0,37.0,37.0,38.0,62.0,68.0
13728,62,325000,67.0,28.0,50.0,62.0,58.0,62.0
13729,62,325000,56.0,23.0,29.0,33.0,61.0,72.0
13730,62,375000,78.0,65.0,47.0,65.0,23.0,51.0
13731,62,375000,78.0,59.0,48.0,60.0,21.0,64.0
13733,62,300000,64.0,40.0,56.0,58.0,59.0,72.0
13735,62,300000,67.0,44.0,54.0,60.0,57.0,62.0
13737,62,350000,65.0,58.0,62.0,63.0,48.0,61.0
13738,62,350000,66.0,47.0,61.0,62.0,60.0,73.0
13740,62,300000,50.0,30.0,41.0,49.0,62.0,70.0
13741,62,350000,53.0,63.0,47.0,61.0,26.0,67.0
13743,62,350000,73.0,56.0,62.0,61.0,53.0,66.0
13744,62,325000,62.0,28.0,50.0,50.0,60.0,74.0
13746,62,350000,84.0,60.0,51.0,69.0,47.0,51.0
13747,62,300000,73.0,49.0,58.0,68.0,54.0,67.0
13748,62,350000,67.0,61.0,44.0,64.0,26.0,59.0
13750,62,300000,66.0,46.0,56.0,55.0,61.0,77.0
13751,62,300000,49.0,26.0,39.0,36.0,61.0,69.0
13753,62,325000,62.0,46.0,55.0,60.0,57.0,75.0
13754,62,300000,65.0,39.0,51.0,60.0,63.0,60.0
13755,62,300000,68.0,31.0,42.0,50.0,59.0,68.0
13756,62,300000,76.0,37.0,52.0,60.0,58.0,66.0
13757,62,300000,64.0,38.0,57.0,58.0,60.0,69.0
13758,62,350000,64.0,55.0,61.0,62.0,54.0,65.0
13759,62,350000,69.0,57.0,58.0,64.0,38.0,55.0
13760,62,300000,47.0,30.0,31.0,37.0,62.0,69.0
13761,62,300000,61.0,56.0,61.0,60.0,60.0,64.0
13762,62,350000,64.0,49.0,59.0,61.0,52.0,69.0
13763,62,300000,69.0,42.0,61.0,54.0,61.0,61.0
13764,62,300000,77.0,35.0,53.0,61.0,57.0,69.0
13765,62,300000,72.0,28.0,44.0,57.0,61.0,71.0
13766,62,350000,65.0,56.0,57.0,65.0,34.0,51.0
13767,62,300000,73.0,36.0,50.0,56.0,59.0,68.0
13768,62,350000,67.0,61.0,55.0,64.0,29.0,67.0
13769,62,300000,65.0,50.0,55.0,61.0,57.0,74.0
13770,62,350000,72.0,61.0,44.0,60.0,21.0,60.0
13771,62,300000,75.0,33.0,53.0,61.0,58.0,61.0
13772,62,350000,80.0,52.0,54.0,62.0,28.0,46.0
13773,62,350000,66.0,61.0,59.0,58.0,31.0,46.0
13774,62,375000,61.0,61.0,40.0,59.0,19.0,62.0
13775,62,350000,67.0,50.0,57.0,65.0,32.0,49.0
13776,62,350000,67.0,52.0,62.0,61.0,55.0,70.0
13777,62,290000,58.0,32.0,44.0,43.0,65.0,56.0
13778,62,90000,37.0,58.0,56.0,48.0,28.0,69.0
13779,62,140000,49.0,62.0,51.0,56.0,38.0,72.0
13780,62,100000,57.0,58.0,63.0,60.0,50.0,67.0
13784,62,110000,41.0,62.0,52.0,56.0,23.0,71.0
13786,62,60000,58.0,44.0,59.0,59.0,60.0,68.0
13791,62,90000,36.0,34.0,45.0,42.0,59.0,73.0
13792,62,140000,68.0,37.0,52.0,50.0,65.0,63.0
13794,62,90000,68.0,41.0,61.0,60.0,61.0,60.0
13795,62,140000,69.0,61.0,55.0,61.0,35.0,66.0
13796,62,140000,33.0,29.0,39.0,36.0,60.0,73.0
13797,62,110000,51.0,56.0,58.0,58.0,60.0,67.0
13798,62,140000,59.0,58.0,47.0,59.0,28.0,75.0
13799,62,140000,71.0,36.0,53.0,57.0,59.0,72.0
13800,62,110000,65.0,30.0,54.0,54.0,59.0,66.0
13802,62,100000,56.0,55.0,63.0,58.0,59.0,70.0
13803,62,190000,56.0,39.0,49.0,47.0,59.0,68.0
13805,62,290000,40.0,59.0,61.0,58.0,57.0,76.0
13806,62,230000,37.0,57.0,65.0,58.0,50.0,68.0
13807,62,290000,76.0,61.0,49.0,61.0,38.0,66.0
13808,62,270000,57.0,60.0,45.0,62.0,31.0,69.0
13810,62,240000,69.0,57.0,53.0,56.0,46.0,81.0
13811,62,190000,65.0,53.0,60.0,61.0,59.0,66.0
13813,62,150000,39.0,62.0,63.0,63.0,61.0,57.0
13814,62,190000,66.0,32.0,51.0,50.0,61.0,67.0
13815,62,140000,74.0,43.0,53.0,58.0,57.0,69.0
13816,62,240000,77.0,58.0,60.0,60.0,38.0,53.0
13817,62,240000,72.0,51.0,54.0,54.0,59.0,76.0
13818,62,230000,49.0,47.0,50.0,57.0,59.0,68.0
13819,62,60000,39.0,54.0,58.0,51.0,62.0,57.0
13820,62,230000,50.0,37.0,43.0,53.0,59.0,71.0
13822,62,220000,75.0,57.0,57.0,64.0,56.0,72.0
13823,62,190000,70.0,59.0,45.0,55.0,43.0,86.0
13824,62,130000,74.0,54.0,60.0,61.0,35.0,57.0
13825,62,230000,64.0,61.0,61.0,61.0,55.0,68.0
13827,62,250000,46.0,30.0,41.0,37.0,61.0,72.0
13828,62,230000,56.0,46.0,57.0,61.0,64.0,81.0
13829,62,290000,78.0,55.0,57.0,67.0,27.0,48.0
13830,62,240000,80.0,60.0,51.0,60.0,40.0,69.0
13831,62,240000,69.0,52.0,57.0,58.0,57.0,70.0
13832,62,130000,41.0,57.0,56.0,60.0,46.0,79.0
13833,62,290000,73.0,56.0,54.0,64.0,50.0,66.0
13834,62,280000,63.0,47.0,57.0,63.0,61.0,76.0
13836,62,250000,66.0,60.0,61.0,64.0,59.0,71.0
13837,62,300000,59.0,61.0,51.0,56.0,30.0,67.0
13839,62,290000,52.0,50.0,60.0,63.0,48.0,60.0
13840,62,290000,53.0,60.0,54.0,57.0,41.0,65.0
13842,62,250000,69.0,47.0,53.0,63.0,57.0,67.0
13843,62,300000,72.0,59.0,52.0,60.0,36.0,64.0
13844,62,250000,80.0,47.0,52.0,65.0,55.0,47.0
13845,62,280000,78.0,51.0,55.0,61.0,60.0,77.0
13847,62,220000,66.0,47.0,57.0,58.0,57.0,72.0
13848,62,300000,66.0,52.0,61.0,59.0,59.0,83.0
13851,62,180000,54.0,52.0,57.0,57.0,63.0,73.0
13852,62,270000,68.0,37.0,55.0,57.0,60.0,70.0
13853,62,280000,55.0,55.0,56.0,55.0,60.0,82.0
13855,62,300000,79.0,55.0,56.0,62.0,42.0,65.0
13856,62,325000,78.0,58.0,54.0,66.0,59.0,62.0
13858,62,140000,62.0,58.0,43.0,59.0,27.0,56.0
13859,62,325000,86.0,54.0,55.0,61.0,33.0,64.0
13860,62,300000,82.0,57.0,57.0,61.0,36.0,70.0
13861,62,325000,76.0,58.0,56.0,63.0,36.0,62.0
13862,62,325000,70.0,59.0,51.0,59.0,40.0,62.0
13863,62,290000,49.0,62.0,53.0,58.0,28.0,67.0
13865,62,180000,68.0,62.0,61.0,65.0,56.0,59.0
13866,62,300000,45.0,62.0,43.0,54.0,29.0,78.0
13867,62,325000,72.0,53.0,56.0,64.0,55.0,76.0
13868,62,240000,64.0,60.0,54.0,67.0,51.0,61.0
13869,62,290000,65.0,53.0,58.0,63.0,50.0,62.0
13870,62,325000,51.0,65.0,60.0,59.0,32.0,69.0
13871,62,0,58.0,40.0,59.0,60.0,60.0,71.0
13872,62,250000,65.0,59.0,62.0,64.0,59.0,62.0
13874,62,325000,86.0,61.0,52.0,63.0,35.0,62.0
13876,62,0,62.0,22.0,38.0,51.0,63.0,63.0
13877,62,240000,73.0,57.0,57.0,56.0,60.0,68.0
13878,62,300000,74.0,61.0,58.0,60.0,32.0,49.0
13879,62,250000,50.0,37.0,53.0,52.0,63.0,64.0
13880,62,300000,63.0,58.0,60.0,65.0,43.0,64.0
13881,62,250000,38.0,24.0,45.0,50.0,58.0,78.0
13882,62,300000,82.0,55.0,56.0,64.0,53.0,61.0
13883,62,110000,30.0,32.0,43.0,39.0,61.0,73.0
13884,62,110000,44.0,37.0,41.0,44.0,60.0,73.0
13885,62,220000,72.0,49.0,59.0,59.0,55.0,73.0
13886,62,325000,68.0,61.0,56.0,62.0,27.0,58.0
13887,62,220000,64.0,33.0,51.0,59.0,62.0,66.0
13888,62,300000,78.0,49.0,56.0,59.0,53.0,67.0
13890,62,300000,79.0,59.0,49.0,64.0,20.0,56.0
13891,62,270000,69.0,30.0,53.0,57.0,60.0,59.0
13892,62,230000,32.0,40.0,58.0,49.0,61.0,76.0
13893,62,290000,70.0,43.0,58.0,67.0,47.0,43.0
13894,62,300000,73.0,46.0,62.0,64.0,50.0,59.0
13895,62,300000,81.0,61.0,46.0,67.0,22.0,60.0
13896,62,180000,41.0,47.0,59.0,59.0,63.0,58.0
13897,62,90000,51.0,28.0,31.0,34.0,62.0,72.0
13898,62,250000,64.0,26.0,42.0,51.0,60.0,69.0
13900,62,260000,56.0,40.0,38.0,40.0,59.0,74.0
13901,62,325000,65.0,57.0,59.0,63.0,27.0,47.0
13902,62,260000,52.0,31.0,36.0,37.0,62.0,69.0
13903,62,250000,64.0,39.0,55.0,51.0,61.0,66.0
13904,62,260000,66.0,50.0,49.0,56.0,60.0,68.0
13905,62,240000,52.0,49.0,55.0,60.0,62.0,70.0
13906,62,290000,71.0,51.0,59.0,64.0,49.0,54.0
13907,62,190000,65.0,38.0,50.0,58.0,60.0,65.0
13908,62,250000,70.0,47.0,50.0,60.0,60.0,69.0
13909,62,190000,38.0,36.0,46.0,43.0,62.0,73.0
13910,62,300000,73.0,58.0,46.0,60.0,23.0,69.0
13912,62,230000,47.0,26.0,28.0,33.0,63.0,66.0
13913,62,300000,74.0,61.0,55.0,66.0,32.0,58.0
13915,62,260000,60.0,48.0,52.0,59.0,61.0,66.0
13916,62,100000,38.0,60.0,65.0,63.0,54.0,59.0
13917,62,325000,68.0,62.0,62.0,62.0,31.0,51.0
13918,62,260000,70.0,41.0,52.0,57.0,60.0,67.0
13919,62,290000,77.0,33.0,51.0,55.0,58.0,66.0
13920,62,240000,52.0,51.0,65.0,53.0,59.0,73.0
13921,62,270000,49.0,36.0,53.0,55.0,59.0,66.0
13922,62,270000,66.0,61.0,56.0,62.0,38.0,66.0
13923,62,290000,71.0,54.0,57.0,63.0,40.0,60.0
13924,62,230000,62.0,38.0,45.0,36.0,63.0,70.0
13925,62,325000,50.0,65.0,50.0,63.0,26.0,57.0
13926,62,270000,59.0,60.0,55.0,66.0,28.0,50.0
13927,62,290000,69.0,63.0,52.0,60.0,25.0,56.0
13928,62,190000,67.0,39.0,62.0,63.0,55.0,65.0
13929,62,140000,42.0,23.0,48.0,53.0,63.0,65.0
13930,62,280000,50.0,36.0,56.0,57.0,58.0,73.0
13931,62,300000,69.0,42.0,58.0,65.0,54.0,70.0
13932,62,180000,66.0,55.0,63.0,62.0,48.0,66.0
13933,62,140000,46.0,27.0,49.0,54.0,63.0,67.0
13934,62,290000,70.0,48.0,62.0,66.0,54.0,69.0
13935,62,270000,66.0,65.0,57.0,63.0,31.0,42.0
13936,62,300000,73.0,41.0,54.0,67.0,46.0,72.0
13937,62,300000,62.0,54.0,56.0,57.0,60.0,81.0
13938,62,270000,64.0,25.0,53.0,64.0,61.0,66.0
13939,62,325000,34.0,68.0,36.0,45.0,30.0,65.0
13940,62,140000,55.0,28.0,42.0,38.0,59.0,66.0
13941,62,180000,79.0,50.0,53.0,67.0,25.0,51.0
13943,62,280000,68.0,56.0,61.0,59.0,57.0,68.0
13944,62,300000,78.0,59.0,48.0,63.0,23.0,60.0
13945,62,325000,75.0,57.0,53.0,69.0,28.0,63.0
13946,62,325000,77.0,58.0,38.0,58.0,28.0,70.0
13947,62,180000,75.0,51.0,61.0,63.0,56.0,58.0
13948,62,180000,56.0,50.0,63.0,57.0,52.0,59.0
13950,62,250000,61.0,28.0,39.0,38.0,59.0,70.0
13951,62,300000,77.0,58.0,57.0,61.0,59.0,65.0
